step,goal_agent_num,group,group_size,follow
1553,60,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent50:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1554,60,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent50:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1555,60,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent50:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1556,60,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent50:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1557,60,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent50:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1558,60,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent50:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1559,61,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1560,61,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1561,61,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1562,61,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1563,61,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1564,61,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1565,61,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1566,61,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1567,61,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1568,61,agent2:agent8:agent9:agent11:agent13:agent14:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1569,62,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1570,62,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1571,62,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1572,62,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1573,62,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1574,62,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1575,62,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1576,62,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1577,62,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1578,62,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent67:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1579,63,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1580,63,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1581,63,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1582,63,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1583,63,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1584,63,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1585,63,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1586,63,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1587,63,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1588,63,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1589,63,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1590,63,agent2:agent8:agent9:agent11:agent13:agent15:agent19:agent20:agent22:agent23:agent25:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1591,64,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1592,64,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1593,64,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1594,64,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1595,64,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1596,64,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1597,64,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1598,64,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1599,64,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1600,64,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1601,64,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1602,64,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1603,64,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent53:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1604,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1605,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1606,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1607,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1608,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1609,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1610,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1611,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1612,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1613,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1614,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1615,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1616,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1617,65,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent68:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1618,66,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent22:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1619,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1620,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1621,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1622,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1623,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1624,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1625,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1626,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1627,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1628,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1629,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1630,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1631,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1632,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1633,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1634,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1635,67,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87:agent90,1,0
1636,68,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1637,68,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1638,68,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent19:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1639,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1640,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1641,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1642,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1643,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1644,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1645,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1646,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1647,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1648,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1649,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1650,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1651,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1652,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1653,69,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent35:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1654,70,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1655,70,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1656,70,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1657,70,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1658,70,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1659,70,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1660,70,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1661,70,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1662,70,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1663,70,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1664,70,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1665,70,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1666,70,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent25:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1667,71,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1668,71,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84:agent87,1,0
1669,72,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1670,72,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1671,72,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1672,72,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1673,72,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1674,72,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1675,72,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1676,72,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1677,72,agent8:agent9:agent10:agent11:agent13:agent15:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1678,72,agent8:agent9:agent10:agent11:agent13:agent15:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1679,72,agent8:agent9:agent10:agent11:agent13:agent15:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1680,72,agent8:agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1681,72,agent8:agent9:agent10:agent11:agent13:agent15:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1682,72,agent8:agent9:agent10:agent11:agent13:agent15:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1683,72,agent8:agent9:agent10:agent11:agent13:agent15:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1684,72,agent8:agent9:agent10:agent11:agent13:agent15:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1685,72,agent8:agent9:agent10:agent11:agent13:agent15:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1686,72,agent8:agent9:agent10:agent11:agent13:agent15:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1687,72,agent8:agent9:agent10:agent11:agent13:agent15:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1688,72,agent8:agent9:agent10:agent11:agent13:agent15:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1689,72,agent8:agent9:agent10:agent11:agent13:agent15:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1690,73,agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1691,73,agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1692,73,agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
1693,73,agent9:agent10:agent11:agent13:agent15:agent17:agent20:agent23:agent26:agent28:agent31:agent42:agent64:agent81:agent82:agent83:agent84,1,0
